linear velocity x,linear velocity y,angular velocity z
0.5,0.0638665347999758,0.5535063794065797
0.9499999999995454,0.06848431621726,0.5441315102955744
0.9970107017428944,0.07471493618526778,0.5489069286012945
0.9908649582255047,0.07178721724713547,0.5544893564318465
0.9970054931087752,0.0669716974315352,0.5658583244592267
0.988086724758179,0.06682870742554718,0.5627776386807074
0.985169175592371,0.0863665918577475,0.5382524803790768
0.9910261752445599,0.1139891269491932,0.5161168095560413
0.9970241364952399,0.11548200727669414,0.5142913577437408
0.9879679387961717,0.0941438055786336,0.5374858041071553
0.9846992945648252,0.08077574425337185,0.5518252389921403
0.9910035254785281,0.07512373774271255,0.5643955869021046
0.9909352578417947,0.0755208680279651,0.5783928814558481
0.9969927864837063,0.06701911566782848,0.5846089389490843
0.9972662618920063,0.06587218367519385,0.5818968951338475
0.9899980545708076,0.06772605767661168,0.5748096988081028
0.9970048361042262,0.08062998511064426,0.569561462880708
0.990822513623002,0.08008827541517748,0.5537728287966777
0.9908749453914678,0.07087362194873856,0.5572940849382283
0.9970069764519651,0.06578201382310112,0.5579711892585845
0.9938748336327219,0.0728607534093137,0.5645181978555042
0.9909342283054254,0.06548991427369098,0.5608583480206046
0.9969929592018891,0.06678594489654872,0.5614170864850966
0.9931644986606913,0.06488252284639123,0.5554594845798853
0.991781181371378,0.07015547365606951,0.5501713371825729
0.9970032884155814,0.07107589719166311,0.5623063384425251
0.9817095221804443,0.06836707278806914,0.5902841024343913
0.9969936500723474,0.0638665347999758,0.5890264912874317
0.9969881197109538,0.0638665347999758,0.5877860144177612
0.9909731203374543,0.0638665347999758,0.5842535653759614
1.0,0.06563616070079754,0.5725601955330574
0.9886028560359754,0.0638665347999758,0.5577053045423382
0.993162711274318,0.07237646783985648,0.5561498251939296
0.9910050833285367,0.0660867442962763,0.5566621954301628
0.9940060891561603,0.06909200545975572,0.5510748756810111
1.0,0.07101246233535072,0.5574906404261072
0.9970123002315394,0.06590128361933013,0.5519914126472707
0.9909914419920991,0.07475476451969933,0.5485058150207882
0.9940158121630311,0.07836216643125914,0.5554007708238287
0.9909767237079283,0.07553848268333045,0.556506666507569
0.9970114332542619,0.06624282962466344,0.5531811808090024
0.9908795952301295,0.07696973676296714,0.5530707349444024
0.9879425255437613,0.07401211549637297,0.5525716600019941
0.990956099146453,0.06937204595170388,0.5629347224613105
0.9818940290359894,0.07756163266826616,0.5631163661214555
0.9910249188059168,0.07057138716051917,0.5554318169870457
0.9908572976731904,0.06576805364721447,0.5519980821303672
0.9844221702178693,0.07245435565466139,0.5551005858865219
0.9678898363919304,0.06880299926985693,0.5593112212080849
0.798754621900525,0.06748846640381127,0.554945043420787
0.6396983226032745,0.059852061015890384,0.45233190557567127
0.4090909090908471,0.06442812639616516,0.4353773320675945
0.3698415058302322,0.18181980987950475,0.34233704020978484
0.9530459666955945,0.3236571695913088,0.3015858421939133
0.9848576735906833,0.2111578564200342,0.4561785925132456
0.987940175223294,0.10196220344403109,0.5268701653795136
0.9880304051419647,0.08434808128552884,0.5451235508673721
0.9909771063965669,0.07398817433993649,0.5557587708467409
0.9940136989084742,0.07099165478795674,0.5615393130223298
0.9970039352610395,0.06863161727663612,0.5550422074099314
0.9970082667587903,0.07107305662718903,0.552536739807411
0.9848516149133778,0.07355691194760763,0.5561841882406332
0.9908995661734195,0.06411904952309659,0.5593538640105152
0.990920746141716,0.0702713451614625,0.5517113533740035
0.9940123307107396,0.0751173202970251,0.551762017734217
0.9877856366360931,0.07055633077675123,0.5519278256561181
0.9910203129922555,0.0726110696381889,0.5532570392583895
0.9849857795504684,0.07450328906724185,0.552640520241342
0.9970077011906053,0.07243390246450909,0.5510248079868689
0.9933330059593315,0.07204526567904095,0.5562342019826564
0.9918582856467957,0.07756171230409269,0.5482133323505041
0.9940202113926004,0.08073058443683676,0.5433053254020384
0.9910223449695392,0.10092940858508705,0.5254673620410646
0.9939301067807486,0.10355265097432667,0.5289703822085162
0.9970243329179682,0.10388545948560068,0.5188549251874088
0.997026723877072,0.10248225483591111,0.5202908643225078
0.9940354546040466,0.09816445897351234,0.5291754730153346
0.9966827268070264,0.08122446146862636,0.54010244552466
0.9972782320807074,0.06917834120102959,0.5594913198639014
0.9970107897951676,0.06491700053344278,0.5574072094706528
0.9908839605937895,0.0771117550868798,0.5390706049275349
0.9970152973974646,0.08007447708017865,0.5415271541187275
0.9970084259292455,0.06863559051681314,0.551860914089307
0.9908591535459277,0.065912148386851,0.5597746987146376
0.9940095604493608,0.07359889698627986,0.5632484607354439
0.9940187991698655,0.06676389517904321,0.5563704592397476
0.9939338185239505,0.07220967914293576,0.5525779350735905
0.9940286440949189,0.0944346664093595,0.5291926653767562
0.9879955127190484,0.2159150933079253,0.5113428805190681
0.9909331310395104,0.10038949093492949,0.5240273689219679
0.9970208345315856,0.10133682456646412,0.5234407576125432
0.9933495665685121,0.08159339745781659,0.5474468757891521
0.9859549196761739,0.0638665347999758,0.5762040857483025
0.9909951977625739,0.0638665347999758,0.5835821246072308
0.9969897114245988,0.0638665347999758,0.5863348603801514
0.9939890103924314,0.06785946778896934,0.5753017632004724
0.997002628022396,0.06676429183958019,0.5688747856497349
0.9940199675562355,0.06807279718984849,0.5565061927361751
0.9876332214625401,0.07554434250357062,0.5515687733385516
0.9814579939654451,0.0639564091695209,0.5667139682941513
0.8686498785883211,0.06420098725927204,0.5532587418530058
0.6904028850680011,0.04482098833113822,0.5714158312891339
0.5,0.05862603352657324,0.9335995933332719
0.48157894736841866,0.0638665347999758,0.9053792141054113
0.48642228314650165,0.1332076340902632,0.9614721873186318
0.6808870119446242,0.005251550025808682,0.8692808218212078
0.7392423005030765,0.0638665347999758,0.8239862957804122
0.5,0.0638665347999758,0.9545455248375858
0.5,0.0638665347999758,0.7542351166065613
